epoch,acc,loss,val_acc,val_loss
0,0.3342854157274447,1.7636449188269094,0.35330175538021863,1.918330375980155
1,0.42920338569838384,1.5259309782827903,0.4573697408582879,1.4574305637861302
2,0.47037514368420363,1.412634672808495,0.3904987461771531,1.8151572750750011
3,0.49764882092827345,1.3376367324704665,0.5260518250541124,1.278429997103498
4,0.5137761677564251,1.286858778902761,0.5225689607215944,1.2853717535908555
5,0.528545055561643,1.2563009555696332,0.5243800501366385,1.2810285505759547
6,0.5359294994606186,1.2266616091143063,0.5282808581777654,1.277718652221412
7,0.5493399282454979,1.20487129594005,0.5199219838395096,1.2877554257755062
8,0.5549827580206521,1.1833397708071525,0.5484814711618835,1.2196610126033005
9,0.5648402939886171,1.165042315743893,0.5725828922037363,1.1521401639501507
10,0.5659200947443276,1.157208033484008,0.5717470047699107,1.1725547769070337
11,0.577066425163879,1.1359359322390157,0.536361103354805,1.2641775351309383
12,0.5764046117983632,1.1278178171099338,0.5658957927331316,1.1500296504027865
13,0.5824305966811526,1.1190854180481595,0.5735580941932584,1.1464716173473857
14,0.5877599359127524,1.1028298658426745,0.5788520479574281,1.1186472899935709
15,0.5900240342770422,1.0952659981693982,0.5817776539259948,1.1566192884736155
16,0.5939949144908987,1.0850525047426218,0.5834494287936459,1.0942038591275411
17,0.5967466648110211,1.0797206128298409,0.5497353023126219,1.199748037883783
18,0.6015186875216694,1.0732412601950658,0.5909724157478989,1.0951152601491843
19,0.6024591591497371,1.0684888346233672,0.6008637503482864,1.0774835593755545
20,0.6071266850158211,1.0592573389264084,0.5938980217662885,1.1049560320912115
21,0.6086941377278833,1.052694659043913,0.5923655614211188,1.110271737282573
22,0.606673865342548,1.0510956994721274,0.6069935915130664,1.062254293113075
23,0.6125953533776589,1.0400628912531515,0.6076901644078029,1.0655372700308585
24,0.6097042739221081,1.0381106510838851,0.5886040679689037,1.1139643136821906
25,0.616635898152482,1.0312572597207486,0.5971022569292865,1.063389958628508
26,0.6171235501072766,1.0251347361871943,0.6036500418026755,1.0846075746600559
27,0.6231147027075065,1.0179553034288216,0.6132627472999734,1.0603088596199972
28,0.6189696610829287,1.015155478170571,0.6122875452606285,1.0499749689522013
29,0.6225922184722286,1.0122674720456488,0.6129841181719725,1.0573752586075642
30,0.6248911491190778,1.010263035931787,0.6019782669101129,1.0808119980297104
31,0.6269462537880107,1.0027424557533977,0.599609919197548,1.0871124032746786
32,0.6311261276993002,0.9972985674293608,0.6071329061185858,1.0615025664080016
33,0.6272945766136054,1.0013682852043762,0.5909724157146837,1.1296538341075273
34,0.6264237695537709,0.9970383281958398,0.6117302870046265,1.0449804673456622
35,0.6322407607380892,0.9857602550706966,0.5867929785455559,1.129872301588752
36,0.6337733811738204,0.9879870290766025,0.6117302870212341,1.061826454477079
37,0.6346093559521335,0.9819148369246364,0.6056004458066314,1.0949811553782358
38,0.636525131496019,0.9790216929702709,0.6160490387626663,1.0310290598477385
39,0.6375700999707271,0.97471463062608,0.6076901644244105,1.0710114281501038
40,0.6357588212776344,0.9752798799960366,0.5886040680187264,1.0935345039323832
41,0.6388240621418302,0.9764798954448429,0.6239899693507941,1.0456588824136106
42,0.6438747431139923,0.9620020493842695,0.6225968236111439,1.042116796614965
