epoch,acc,loss,val_acc,val_loss
43,0.6418196384409071,0.9654088378131126,0.6150738367233213,1.0581491372817138
44,0.6400780243170856,0.964828664053819,0.607968793569019,1.0685286811049783
45,0.6459995123501203,0.9593626594106631,0.599052660908331,1.0806542337023803
46,0.6438399108303947,0.9588905249881355,0.6047645583894133,1.0899923882068583
47,0.6473928036545755,0.9540639337549439,0.6251044859126206,1.0232559837780812
48,0.6455118603963639,0.9508891615205235,0.626915575352576,1.0262451404381276
49,0.6456511895266017,0.951033347157659,0.6291446085094442,1.0135207177537104
50,0.6490995854979137,0.9454403977445759,0.6179994427583184,1.037891998849695
51,0.6489602563676758,0.944489276398976,0.6168849261715805,1.0465040700985018
52,0.6482287784339268,0.944156746855765,0.6199498467539705,1.0168798638107586
53,0.6515726775617127,0.9416350561742262,0.6113123432877138,1.0617925746256875
54,0.6534187885352888,0.9370324765777608,0.6223181944997506,1.0425694616068768
55,0.6493085791953467,0.9402853715357069,0.6174421844691014,1.0489420030036654
56,0.65286147201278,0.9305139940698267,0.6152131512790179,1.0642725766851033
57,0.6510501933202063,0.9371723834239784,0.6174421844524938,1.0362448011410539
58,0.6544985892946326,0.9310641885592715,0.6320702145278337,1.0126311339419278
59,0.6570065136409909,0.927146480075493,0.6101978266926721,1.0608644005182095
60,0.6533142916865723,0.932546404828231,0.632627472850266,1.0149536967343957
61,0.6558570483165282,0.9216546375735135,0.6252438004849249,1.0265694891353543
62,0.6533839562527293,0.926017864660898,0.6093619392422389,1.0851029333845092
63,0.6567626876630747,0.9210746607738435,0.6309556979660073,1.030907695557155
64,0.658330140378251,0.9211512872337227,0.6230147673778794,1.0521103437978532
65,0.6595841025462399,0.9178260270969518,0.6309556979826149,1.0273729228614665
66,0.6588526246145671,0.9165661390798793,0.6246865421957079,1.0235392852857872
67,0.6600369222236654,0.9149621113485468,0.621482307065925,1.0392780572998055
68,0.6623706851530741,0.9150224362505429,0.6301198105155741,1.0109453222883813
69,0.6620571946079626,0.9094950485231154,0.6319308999887446,1.0149957262795428
70,0.6642864606959215,0.9076060908495718,0.6306770688047911,1.0332195749187176
71,0.6645651189543211,0.9069772526684623,0.6241292839064908,1.0328445689662913
72,0.6653662614521509,0.9047398604985926,0.6372248537529143,1.0193183392859262
73,0.6614302135260445,0.9087573653740039,0.6291446085094442,1.0163803819362485
74,0.6602807481979485,0.9114451465605361,0.6358317080298717,1.0181331543511885
75,0.6669337141704417,0.90077670343684,0.6258010588073571,1.0325938138034425
76,0.6690236511219341,0.9005444752326675,0.6292839231149637,1.02175231646216
77,0.6686404960127418,0.9004639313759036,0.6373641682753958,1.0088320808611264
78,0.6681528440600233,0.8934121873627977,0.6198105321816662,1.0674608401615795
79,0.6699989550335994,0.8917471413108439,0.6320702145444413,1.031908905864858
80,0.668640496015856,0.893624591633894,0.6274728336417931,1.0224759726844548
81,0.6695113030798429,0.8929353482737603,0.6244079130677069,1.0397201032816583
82,0.668953986555777,0.8956821022406073,0.5927835051878544,1.1280742926031608
83,0.6698596259054377,0.889596420408786,0.623711340189578,1.0177001965082466
84,0.671496743185733,0.8865638038071434,0.6248258567680121,1.0287200676494737
85,0.6730990281834689,0.8883279345473125,0.6341599331622205,1.006639152325173
86,0.6690584834065697,0.8887455304873401,0.623850654811705,1.0373330903637872
87,0.673342854158271,0.8861948492725572,0.6271942045470074,1.0384817123579162
88,0.6724372148148389,0.8888523098302072,0.6262190025076623,1.021432682527211
89,0.6712529172057405,0.8845341684236194,0.6242685985286178,1.0342108790972133
90,0.6752934619826397,0.8769459716578363,0.6170242407355809,1.0436605145985052
91,0.6743181580694173,0.8855245991175715,0.6292839231149637,1.0309102278826594
92,0.677731721760765,0.8769050373619653,0.6143772638617999,1.06906200504861
93,0.675537287959518,0.8790241864130429,0.6198105321982738,1.0351123172747254
94,0.6766170887198999,0.8772719044301522,0.6037893563998912,1.070770545768419
95,0.6775575603510818,0.8767355999281723,0.614655893023016,1.0562396675605699
96,0.6815981051279811,0.8670489194064376,0.6326274728336584,1.0245747058695158
97,0.6781148768699573,0.8731866566887129,0.6118696015437156,1.0703199509957868
98,0.6933714166310079,0.8317167317050516,0.6366675954470896,0.9854878229030696
99,0.7012086802089662,0.8176145095752778,0.6457230426136515,0.978243549958216
